,Train ACC,Train F1,Train AUC,Test ACC,Test F1,Test AUC
KNN Letter 1 Trial 1,1.0,1.0,1.0,0.9914,0.8877284595300261,0.9956562949985185
KNN Letter 1 Trial 2,1.0,1.0,1.0,0.9902,0.8551842330762639,0.9935534884959076
KNN Letter 1 Trial 3,0.996,0.9456521739130435,1.0,0.9887333333333334,0.8497777777777779,0.9964276402136144
KNN Letter 1 Trial 4,1.0,1.0,1.0,0.9914666666666667,0.9008042895442359,0.9960305546115843
KNN Letter 1 Trial 5,1.0,1.0,1.0,0.9904,0.8714285714285714,0.9923191848720692
