,Train ACC,Train F1,Train AUC,Test ACC,Test F1,Test AUC
KNN Cov Trial 1,1.0,1.0,1.0,0.7784316993395971,0.782804351580038,0.8635231901444913
KNN Cov Trial 2,1.0,1.0,1.0,0.7731071574897745,0.7755684501372935,0.8619478241127414
KNN Cov Trial 3,1.0,1.0,1.0,0.780987201655521,0.7822941029067825,0.8639813379897714
KNN Cov Trial 4,1.0,1.0,1.0,0.783334374978299,0.7806748276744658,0.8606311135854093
KNN Cov Trial 5,1.0,1.0,1.0,0.7763032714596224,0.7749744159020345,0.8595317051406373
